"","HPV+1","HPV+10","HPV+11","HPV+12","HPV+13","HPV+14","HPV+15","HPV+16","HPV+17","HPV+18","HPV+2","HPV+3","HPV+4","HPV+5","HPV+6","HPV+7","HPV+8","HPV+9","symbol"
"19164",1086,375,1673,924,1315,1199,1550,999,1025,1601,1031,2468,706,873,1261,1504,1740,1955,"SNHG8"
"19165",79,39,95,101,60,291,129,131,334,131,89,66,58,71,207,72,189,47,"SNHG9"
"19166",540,246,669,1025,764,1127,651,516,815,1357,863,629,377,399,484,557,371,801,"SNIP1"
"19167",3101,589,2261,2351,1881,2254,944,1626,1462,2868,1844,1984,1711,1582,891,6347,2781,1435,"SNN"
"19168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA1"
"19169",3,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,6,0,"SNORA10"
"19170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA11"
"19171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA11B"
"19172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA11C"
"19173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA11D"
"19174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA11E"
"19175",0,9,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,"SNORA12"
"19176",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"SNORA13"
"19177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA14A"
"19178",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA14B"
"19179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA15"
"19180",0,5,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,"SNORA16A"
"19181",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"SNORA16B"
"19182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA17"
"19183",0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,"SNORA18"
"19184",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA19"
"19185",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"SNORA20"
"19186",1,5,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,"SNORA21"
"19187",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"SNORA22"
"19188",1,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"SNORA23"
"19189",2,2,1,0,1,1,0,0,0,2,2,0,0,0,1,0,1,3,"SNORA24"
"19190",0,1,4,4,1,2,2,5,3,0,1,2,0,1,2,3,1,8,"SNORA25"
"19191",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA26"
"19192",0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"SNORA27"
"19193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA28"
"19194",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA29"
"19195",0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,"SNORA2A"
"19196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA2B"
"19197",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SNORA3"
"19198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA30"
"19199",1,6,1,2,0,1,4,2,0,0,0,0,0,1,0,1,0,0,"SNORA31"
"19200",0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,"SNORA32"
"19201",1,0,0,0,0,0,4,0,0,1,1,1,0,0,0,1,0,1,"SNORA33"
"19202",1,4,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,"SNORA34"
"19203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA35"
"19204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA36A"
"19205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA36B"
"19206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA36C"
"19207",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA37"
"19208",0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA38"
"19209",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"SNORA38B"
"19210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA39"
"19211",1,6,1,1,2,5,0,0,0,2,5,1,3,1,2,4,1,3,"SNORA4"
"19212",0,0,5,0,1,0,0,1,0,1,2,0,0,0,1,0,0,2,"SNORA40"
"19213",0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,"SNORA41"
"19214",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"SNORA42"
"19215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA43"
"19216",0,1,0,2,4,1,2,0,1,3,1,3,1,0,1,3,3,0,"SNORA44"
"19217",0,0,1,2,0,0,0,0,1,1,1,0,1,0,1,1,0,0,"SNORA45"
"19218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA46"
"19219",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"SNORA47"
"19220",1,13,0,0,0,0,0,1,0,0,2,2,2,1,1,0,1,0,"SNORA48"
"19221",0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"SNORA49"
"19222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA50"
"19223",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"SNORA51"
"19224",0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,"SNORA52"
"19225",1,161,4,3,2,3,2,1,2,5,1,1,1,0,0,3,0,2,"SNORA53"
"19226",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"SNORA54"
"19227",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"SNORA55"
"19228",0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,"SNORA56"
"19229",3,27,4,2,0,7,2,3,0,0,3,3,2,2,1,5,7,6,"SNORA57"
"19230",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"SNORA58"
"19231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA59A"
"19232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA59B"
"19233",0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,"SNORA5A"
"19234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA5B"
"19235",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA5C"
"19236",0,4,0,0,2,0,0,0,3,0,0,0,0,1,2,2,0,0,"SNORA6"
"19237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"SNORA60"
"19238",0,3,1,5,1,4,0,0,0,2,10,2,7,2,3,0,4,0,"SNORA61"
"19239",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,"SNORA62"
"19240",1,183,0,4,3,10,2,3,1,4,4,9,2,2,4,3,1,2,"SNORA63"
"19241",0,11,0,1,1,0,2,0,2,0,0,1,0,0,3,0,0,0,"SNORA64"
"19242",0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,"SNORA65"
"19243",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA66"
"19244",4,4,1,0,0,2,7,1,0,2,1,7,2,2,4,3,2,1,"SNORA67"
"19245",0,10,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,"SNORA68"
"19246",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"SNORA69"
"19247",9,15,8,9,15,6,7,3,1,5,9,17,5,7,8,15,7,8,"SNORA70"
"19248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA70B"
"19249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA70C"
"19250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA70D"
"19251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA70E"
"19252",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"SNORA70F"
"19253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA70G"
"19254",0,4,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,"SNORA71A"
"19255",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"SNORA71B"
"19256",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"SNORA71C"
"19257",0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA71D"
"19258",1,0,3,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,"SNORA72"
"19259",0,36,2,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,"SNORA74A"
"19260",0,30,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,"SNORA74B"
"19261",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SNORA75"
"19262",1,2,2,0,2,5,3,0,2,1,3,2,0,3,3,0,0,1,"SNORA76"
"19263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA77"
"19264",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"SNORA78"
"19265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA79"
"19266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA7A"
"19267",0,6,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,"SNORA7B"
"19268",5,6,1,1,0,0,0,0,0,1,0,1,0,0,3,3,4,2,"SNORA8"
"19269",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA80"
"19270",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"SNORA80B"
"19271",0,12,1,2,2,6,2,3,2,3,0,0,2,6,3,4,0,4,"SNORA81"
"19272",0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORA84"
"19273",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"SNORA9"
"19274",5,70,4,2,2,4,4,0,1,3,2,5,5,2,2,7,1,1,"SNORD10"
"19275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD100"
"19276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD101"
"19277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD102"
"19278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD103A"
"19279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD103B"
"19280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD104"
"19281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD105"
"19282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD105B"
"19283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD107"
"19284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD108"
"19285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD109A"
"19286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD109B"
"19287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD11"
"19288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD110"
"19289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD111"
"19290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD111B"
"19291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD113-1"
"19292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD113-2"
"19293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD113-4"
"19294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD113-5"
"19295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD113-6"
"19296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD113-7"
"19297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD113-9"
"19298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-1"
"19299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-10"
"19300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-11"
"19301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-12"
"19302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-13"
"19303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-14"
"19304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-15"
"19305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-16"
"19306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-17"
"19307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-18"
"19308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-19"
"19309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-2"
"19310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-20"
"19311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-21"
"19312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-22"
"19313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-23"
"19314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-24"
"19315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-25"
"19316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-26"
"19317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-27"
"19318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-28"
"19319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-29"
"19320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-3"
"19321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-30"
"19322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-31"
"19323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-4"
"19324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-5"
"19325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-6"
"19326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-7"
"19327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-8"
"19328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD114-9"
"19329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-1"
"19330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-10"
"19331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-11"
"19332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-12"
"19333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-13"
"19334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-14"
"19335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-15"
"19336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-16"
"19337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-17"
"19338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-18"
"19339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-19"
"19340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-2"
"19341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-20"
"19342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-21"
"19343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-22"
"19344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-23"
"19345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-24"
"19346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-25"
"19347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-26"
"19348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-27"
"19349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-28"
"19350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-29"
"19351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-3"
"19352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-30"
"19353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-31"
"19354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-32"
"19355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-33"
"19356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-34"
"19357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-35"
"19358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-36"
"19359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-37"
"19360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-38"
"19361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-39"
"19362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-4"
"19363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-40"
"19364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-41"
"19365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-42"
"19366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-43"
"19367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-44"
"19368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-45"
"19369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-47"
"19370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-48"
"19371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-5"
"19372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-6"
"19373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-7"
"19374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-8"
"19375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD115-9"
"19376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-1"
"19377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-10"
"19378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-11"
"19379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-12"
"19380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-13"
"19381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-14"
"19382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-15"
"19383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-16"
"19384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-17"
"19385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-18"
"19386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-19"
"19387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-2"
"19388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-20"
"19389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-21"
"19390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-22"
"19391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-23"
"19392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-24"
"19393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-25"
"19394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-26"
"19395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-27"
"19396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-28"
"19397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-29"
"19398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-3"
"19399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-4"
"19400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-5"
"19401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-6"
"19402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-7"
"19403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-8"
"19404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD116-9"
"19405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD117"
"19406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD119"
"19407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD11B"
"19408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD12"
"19409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD121A"
"19410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD121B"
"19411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD123"
"19412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD124"
"19413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD125"
"19414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD126"
"19415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD127"
"19416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD12B"
"19417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD12C"
"19418",0,4,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,"SNORD15A"
"19419",1,66,0,0,1,2,3,0,0,2,0,0,0,0,1,0,0,1,"SNORD15B"
"19420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD16"
"19421",0,393,6,12,2,6,7,4,9,23,3,4,2,2,1,5,1,3,"SNORD17"
"19422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD18A"
"19423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD18B"
"19424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD18C"
"19425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD19"
"19426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD19B"
"19427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD1A"
"19428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD1B"
"19429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD1C"
"19430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD2"
"19431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD20"
"19432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD21"
"19433",1,13,1,1,10,3,5,0,1,0,1,3,5,2,5,4,3,1,"SNORD22"
"19434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD23"
"19435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD24"
"19436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD25"
"19437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD26"
"19438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD27"
"19439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD28"
"19440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD29"
"19441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD30"
"19442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD31"
"19443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD32A"
"19444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD32B"
"19445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNORD33"
