"","HPV+1","HPV+10","HPV+11","HPV+12","HPV+13","HPV+14","HPV+15","HPV+16","HPV+17","HPV+18","HPV+2","HPV+3","HPV+4","HPV+5","HPV+6","HPV+7","HPV+8","HPV+9","symbol"
"12337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR2054"
"12338",8381,1988,3541,2679,3276,6823,13028,2596,2525,10042,5987,8389,1292,5869,3693,1837,7750,659,"MIR205HG"
"12339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR206"
"12340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR208A"
"12341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR208B"
"12342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR20A"
"12343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR20B"
"12344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR21"
"12345",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"MIR210"
"12346",473,285,209,193,275,389,978,463,285,398,748,506,248,506,391,304,1632,202,"MIR210HG"
"12347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR211"
"12348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR2110"
"12349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR2113"
"12350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR2114"
"12351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR2116"
"12352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR2117"
"12353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR212"
"12354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR214"
"12355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR215"
"12356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR216A"
"12357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR216B"
"12358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR217"
"12359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR218-1"
"12360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR218-2"
"12361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR219-1"
"12362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR219-2"
"12363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR22"
"12364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR221"
"12365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR222"
"12366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR223"
"12367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR2276"
"12368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR2277"
"12369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR2278"
"12370",725,300,740,929,400,915,1129,1996,379,766,707,357,611,666,683,874,579,597,"MIR22HG"
"12371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR2355"
"12372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR2392"
"12373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR23A"
"12374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR23B"
"12375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR23C"
"12376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR24-1"
"12377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR24-2"
"12378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR2467"
"12379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR25"
"12380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR2681"
"12381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR2682"
"12382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR26A1"
"12383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR26A2"
"12384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR26B"
"12385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR27A"
"12386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR27B"
"12387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR2861"
"12388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR2909"
"12389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR296"
"12390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR2964A"
"12391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR298"
"12392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR299"
"12393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR29A"
"12394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR29B1"
"12395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR29B2"
"12396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR29C"
"12397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR300"
"12398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR301A"
"12399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR301B"
"12400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR302A"
"12401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR302B"
"12402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR302C"
"12403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR302D"
"12404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR302F"
"12405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3064"
"12406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3065"
"12407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3074"
"12408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR30A"
"12409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR30B"
"12410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR30C1"
"12411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR30C2"
"12412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR30D"
"12413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR30E"
"12414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR31"
"12415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3115"
"12416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3117"
"12417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3119-1"
"12418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3119-2"
"12419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3120"
"12420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3121"
"12421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3122"
"12422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3123"
"12423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3124"
"12424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3125"
"12425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3126"
"12426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3127"
"12427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3128"
"12428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3129"
"12429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3130-1"
"12430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3130-2"
"12431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3131"
"12432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3132"
"12433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3134"
"12434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3136"
"12435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3138"
"12436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3140"
"12437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3141"
"12438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3142"
"12439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3143"
"12440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3145"
"12441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3146"
"12442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3147"
"12443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3148"
"12444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3150A"
"12445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3150B"
"12446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3151"
"12447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3152"
"12448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3153"
"12449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3154"
"12450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3155A"
"12451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3155B"
"12452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3156-1"
"12453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3156-2"
"12454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3156-3"
"12455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3157"
"12456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3158-1"
"12457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3158-2"
"12458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3160-1"
"12459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3160-2"
"12460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3162"
"12461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3165"
"12462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3167"
"12463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3169"
"12464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3170"
"12465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3173"
"12466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3175"
"12467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3176"
"12468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3177"
"12469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3178"
"12470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3179-1"
"12471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3179-2"
"12472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3179-3"
"12473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3180-1"
"12474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3180-2"
"12475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3180-3"
"12476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3180-4"
"12477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"MIR3180-5"
"12478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3182"
"12479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3183"
"12480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3184"
"12481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3185"
"12482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3186"
"12483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3187"
"12484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3188"
"12485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3189"
"12486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3190"
"12487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3191"
"12488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3192"
"12489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3193"
"12490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3194"
"12491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3196"
"12492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3197"
"12493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3198-1"
"12494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3198-2"
"12495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3199-1"
"12496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3199-2"
"12497",97,39,115,20,42,60,125,158,42,10,126,1,7,34,0,16,17,61,"MIR31HG"
"12498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR32"
"12499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3200"
"12500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3201"
"12501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3202-1"
"12502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3202-2"
"12503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR320A"
"12504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR320B1"
"12505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR320B2"
"12506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR320C1"
"12507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR320C2"
"12508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR320D1"
"12509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR320D2"
"12510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR320E"
"12511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR323A"
"12512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR323B"
"12513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR324"
"12514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR326"
"12515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR328"
"12516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR329-1"
"12517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR329-2"
"12518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR330"
"12519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR331"
"12520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR335"
"12521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR337"
"12522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR338"
"12523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR339"
"12524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR33A"
"12525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR33B"
"12526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR340"
"12527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR345"
"12528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR346"
"12529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR34A"
"12530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR34B"
"12531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR34C"
"12532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3529"
"12533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3545"
"12534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3591"
"12535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3605"
"12536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3606"
"12537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3607"
"12538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3609"
"12539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3610"
"12540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3612"
"12541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3613"
"12542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3614"
"12543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3615"
"12544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3616"
"12545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3618"
"12546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3619"
"12547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR362"
"12548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3620"
"12549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3621"
"12550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3622A"
"12551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3622B"
"12552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR363"
"12553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3646"
"12554",0,27,0,1,3,1,2,1,1,0,3,10,2,0,5,1,2,1,"MIR3648"
"12555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3649"
"12556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3650"
"12557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3651"
"12558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3652"
"12559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3653"
"12560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3654"
"12561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3655"
"12562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3656"
"12563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3658"
"12564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3659"
"12565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR365A"
"12566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR365B"
"12567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3660"
"12568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3661"
"12569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3662"
"12570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3663"
"12571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3664"
"12572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3665"
"12573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3666"
"12574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3668"
"12575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR367"
"12576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3671"
"12577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3675"
"12578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3676"
"12579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3677"
"12580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3678"
"12581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3679"
"12582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3680-1"
"12583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3682"
"12584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3684"
"12585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3685"
"12586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3687"
"12587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3688-1"
"12588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3688-2"
"12589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3689A"
"12590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3689B"
"12591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3689C"
"12592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3689D1"
"12593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3689D2"
"12594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3689E"
"12595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3689F"
"12596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR369"
"12597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3690"
"12598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3691"
"12599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3692"
"12600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3714"
"12601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR371A"
"12602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR371B"
"12603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR372"
"12604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR373"
"12605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR374A"
"12606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR374B"
"12607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR374C"
"12608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR375"
"12609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR376A1"
"12610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR376A2"
"12611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR376B"
"12612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR376C"
"12613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR377"
"12614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR378C"
"12615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR378D1"
"12616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR378D2"
"12617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR378E"
"12618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR378F"
"12619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR379"
"12620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR380"
"12621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR381"
"12622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR382"
"12623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR383"
