"symbol","HPV+1","HPV+10","HPV+11","HPV+12","HPV+13","HPV+14","HPV+15","HPV+16","HPV+17","HPV+18","HPV+2","HPV+3","HPV+4","HPV+5","HPV+6","HPV+7","HPV+8","HPV+9"
"KCNK6",607,371,667,401,148,1345,984,1282,860,1741,765,162,213,524,993,329,1398,151
"KCNK7",75,34,25,31,46,69,33,130,66,22,17,36,25,19,100,18,400,14
"KCNK9",2,0,1,0,7,0,0,0,2,3,1,1,2,0,0,10,0,2
"KCNMA1",277,80,601,611,301,92,37,644,128,309,161,1761,705,271,109,1210,79,604
"KCNMB1",244,16,256,191,188,36,38,29,13,107,94,176,229,42,73,83,66,312
"KCNMB2",14,19,22,30,6,56,23,31,23,30,18,37,20,17,12,0,0,6
"KCNMB3",177,75,226,174,113,261,229,247,81,249,232,315,119,90,78,65,207,81
"KCNMB4",183,2,79,292,229,29,9,72,17,64,19,302,462,3,11,183,96,42
"KCNN1",16,7,28,40,10,13,3,11,3,18,17,5,16,3,6,10,6,57
"KCNN2",35,4,18,20,34,9,3,11,0,3,2,10,9,1,0,15,5,42
"KCNN3",288,25,208,1175,214,126,10,2496,21,326,114,140,121,24,44,511,24,70
"KCNN4",624,107,835,885,309,1615,547,235,518,374,609,619,417,424,936,385,495,2662
"KCNQ1",940,350,811,328,104,74,1322,338,56,1097,811,392,1007,153,435,89,56,77
"KCNQ1DN",1,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"KCNQ1OT1",195,155,164,116,59,142,154,124,7,103,125,214,105,84,102,101,50,230
"KCNQ2",1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1
"KCNQ3",46,5,52,51,1616,22,7,40,11,54,18,13,73,12,5,1190,7,1175
"KCNQ4",36,12,17,20,26,20,30,9,6,24,54,18,24,44,151,22,110,16
"KCNQ5",351,3,387,895,294,36,17,255,53,147,54,58,393,6,44,1043,15,2603
"KCNRG",15,3,12,8,8,17,16,11,11,3,8,9,5,3,7,4,7,7
"KCNS1",690,345,7,70,763,719,1413,17,440,2940,1398,1949,404,757,723,516,13,328
"KCNS2",6,4,3,1,0,2,0,1,0,2,1,0,0,1,0,1,1,0
"KCNS3",662,1196,823,1893,198,1013,514,1849,363,4081,2614,1248,872,572,408,311,1912,1646
"KCNT1",17,0,2,4,4,1,0,2,3,3,6,2,9,1,3,1,2,1
"KCNT2",149,5,81,133,230,22,0,14,4,33,13,15,124,6,6,10,10,228
"KCNU1",0,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNV1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNV2",1,0,1,3,4,2,6,1,1,2,2,6,2,1,4,3,1,1
"KCP",87,55,23,113,7,763,156,332,546,159,346,27,38,419,280,22,1158,73
"KCTD1",2598,999,1885,3811,4410,4038,3844,1998,1499,6567,1887,1683,861,1527,1087,575,1794,3270
"KCTD10",2234,1007,1923,2060,1843,2646,1883,2736,2036,3910,2171,1693,1311,1410,1316,1701,1050,1695
"KCTD11",730,399,970,768,719,2294,2039,4156,1625,1198,1674,1415,1101,1431,580,1466,3079,642
"KCTD12",3253,536,6500,3450,2310,1121,884,1359,1120,2770,877,1146,1625,358,903,1405,879,4084
"KCTD13",737,64,515,333,755,782,369,625,449,655,636,966,504,465,641,1362,1216,495
"KCTD14",18,1,4,2,4,0,1,1,1,0,4,4,0,7,2,4,0,64
"KCTD15",2403,1111,1337,645,1355,3023,3365,2845,2687,4901,2117,917,767,2558,2261,1779,3955,4873
"KCTD16",2,0,5,9,3,0,2,2,1,5,2,12,2,0,0,2,1,1
"KCTD17",611,71,491,392,805,55,147,126,56,381,189,501,607,177,299,457,122,661
"KCTD18",501,231,755,608,746,1320,549,443,621,725,637,603,457,359,341,602,644,1170
"KCTD19",4,0,5,19,3,3,1,3,0,1,5,4,4,2,3,7,0,3
"KCTD2",1347,546,1567,878,1412,2568,1054,1003,808,1942,1646,1082,983,1610,651,955,689,2898
"KCTD20",2799,769,2024,3137,4421,3713,1240,1668,1628,6590,2294,1898,1214,1586,1130,1742,847,4797
"KCTD21",471,185,408,368,178,362,289,362,217,371,267,164,179,213,304,225,175,372
"KCTD3",1585,1378,2274,3050,5119,8097,1912,3415,4032,9549,6332,2278,858,3437,2283,2024,3492,4733
"KCTD4",0,2,0,0,3,0,0,0,4,2,0,3,0,0,0,1,0,11
"KCTD5",2078,763,1769,1670,945,2958,1991,3235,2810,2893,2191,1402,1180,1395,1402,1592,3681,1263
"KCTD6",221,160,375,253,580,183,433,217,413,554,332,471,341,205,477,153,88,258
"KCTD7",692,82,461,474,1044,420,222,311,163,762,463,365,456,104,296,615,246,675
"KCTD8",1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,2
"KCTD9",2635,949,1485,1931,3081,2409,2754,3204,3288,3284,2519,1635,1080,837,1715,1465,2227,2369
"KDELR1",4725,1763,5241,4109,3401,5281,4713,4479,5153,7369,3749,4970,3025,2873,5424,4249,5020,4849
"KDELR2",7226,2981,7174,6881,6400,11285,8336,8632,4603,12848,6631,4457,4880,3399,4504,4517,5777,9963
"KDELR3",737,95,380,454,309,113,275,758,51,323,93,206,1312,85,132,592,299,2004
"KDF1",784,434,662,545,742,1649,1066,623,1549,2081,1616,829,578,1052,1017,470,1033,879
"KDM1A",3059,1499,3262,3757,5534,5317,2629,3132,4029,11256,4116,2529,2102,2319,2771,3074,2775,8077
"KDM1B",858,320,919,1306,2005,1586,763,1279,904,1736,567,515,451,505,351,768,379,2792
"KDM2A",7559,2421,7133,7389,6719,11122,6585,7661,3223,14987,8879,6548,3465,5474,4889,6308,4463,10225
"KDM2B",3095,594,2363,2766,4162,2469,1000,1212,1172,3725,1851,2795,1686,1471,1578,3739,2307,2239
"KDM3A",3742,1390,2439,4108,4684,4565,7197,3932,2954,7322,3552,3133,2164,2516,1419,4284,5749,7125
"KDM3B",4370,1270,4179,4816,6560,3207,2998,2282,2107,6746,3369,3966,2566,2087,1976,4261,1727,3932
"KDM4A",2007,868,2059,2596,2669,3764,1566,1395,2220,4568,2706,1593,1263,1705,1471,2411,1858,5622
"KDM4B",1467,525,1534,1637,1799,2343,1831,1369,1420,2046,3113,2195,1126,1442,1766,2005,1665,1760
"KDM4C",1005,378,1592,1212,1265,1113,1119,1043,878,2037,1164,810,785,953,649,1144,816,974
"KDM4D",80,22,82,72,88,39,30,22,38,53,112,41,24,25,44,60,67,229
"KDM4E",0,0,0,1,0,0,5,0,1,2,1,0,1,3,1,0,1,2
"KDM5A",2108,576,2980,2978,3107,2075,1969,3037,2019,4798,2057,2346,1109,1259,1166,2668,820,3582
"KDM5B",1063,1477,1855,1741,2228,6011,3450,5439,2947,8682,2060,1337,549,2551,2651,1972,1572,7978
"KDM5C",4678,1068,4086,3876,3332,4010,3029,2650,1929,11217,4293,5949,2253,2706,2757,3639,2525,3921
"KDM5D",3523,396,2365,3225,1889,2552,1364,683,736,3,3159,1586,1544,1390,2900,4729,1414,3839
"KDM6A",1213,483,1774,1678,1502,1938,1128,1118,1118,8750,1314,2137,580,691,652,1270,457,1218
"KDM6B",1798,500,1442,2238,1469,1700,2570,2584,993,2516,1727,1337,1385,1585,1282,1457,1829,1595
"KDM7A",1422,616,1446,2086,1396,1932,2943,2600,1507,4733,2769,805,968,1864,1320,1591,1984,1462
"KDM8",232,62,329,148,221,176,171,87,113,233,193,322,101,109,181,333,175,158
"KDR",823,174,726,856,549,342,160,267,214,912,268,200,435,66,153,495,47,939
"KDSR",2885,1069,3237,3473,5483,6186,3402,2528,2943,7572,2133,2957,1780,1527,1571,2192,3108,5533
"KEAP1",6005,1677,4303,3338,3939,6294,3755,3722,4377,9678,8334,6463,3935,3420,3664,6400,4357,3362
"KEL",803,9,851,1649,446,108,35,9,21,69,59,1662,65,27,152,1947,49,76
"KERA",14,0,3,17,9,3,0,22,0,2,0,1,0,1,1,1,0,8
"KHDC1",109,26,131,76,212,75,91,53,87,51,137,156,95,90,58,116,26,235
"KHDC1L",1,3,7,16,5,254,3,0,9,21,3,62,11,14,1,17,1,2
"KHDC3L",0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,2,0,0
"KHDC4",2474,561,1984,1627,2783,2273,2234,2145,2189,3959,2786,2511,1715,1721,1811,1948,1648,3312
"KHDRBS1",7987,3503,9382,11238,14444,11107,10409,6845,9080,19789,7711,8067,6145,4122,5478,6861,4924,13277
"KHDRBS2",0,1,4,6,0,4,0,1,0,7,2,0,0,1,14,0,0,0
"KHDRBS3",635,22,153,148,921,151,659,205,572,1845,112,133,612,234,561,774,32,1863
"KHK",368,189,313,304,166,344,228,92,218,338,254,312,195,232,171,382,286,561
"KHNYN",3920,840,4242,5240,4078,2692,2392,2302,1503,5697,3390,3696,3258,2035,2556,5368,2325,2856
"KHSRP",5939,2300,5018,5111,5529,9605,5961,4743,4878,16613,9791,7547,4006,5562,5551,5350,4035,5565
"KIAA0040",1414,201,2024,1952,1116,1583,3456,1250,990,2469,950,460,829,868,625,1267,1471,2908
"KIAA0087",0,0,0,3,0,2,0,2,0,0,0,1,2,0,2,0,0,2
"KIAA0100",6663,2101,5254,3973,5796,6094,3587,3113,2429,12357,5776,3576,3370,3549,2911,5495,2545,8512
"KIAA0232",1780,299,1825,3113,2430,1758,1120,1399,1301,2825,1013,1497,1219,439,792,1821,1131,1219
"KIAA0319",25,2,28,51,69,134,12,51,70,9,6,73,88,18,9,41,32,9
"KIAA0319L",2070,653,2223,1978,1779,2209,992,1367,1224,3641,2238,1902,1203,1400,1262,1485,1198,2552
"KIAA0355",875,189,984,1103,1143,989,638,725,620,1447,590,1049,623,424,491,1198,248,1215
"KIAA0408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIAA0513",670,138,927,853,420,1433,367,485,460,1296,849,230,784,389,873,1005,339,902
"KIAA0556",1141,270,839,619,1167,1086,853,1021,686,1025,1144,992,501,799,647,2239,1263,953
"KIAA0586",574,264,654,422,821,873,451,480,612,1338,741,397,476,378,371,497,233,916
"KIAA0753",969,234,841,491,1033,830,605,755,499,1185,723,873,722,436,443,869,441,1759
"KIAA0754",146,36,36,125,379,68,34,32,27,289,73,35,23,28,20,186,13,401
"KIAA0825",73,27,66,84,106,28,62,137,75,136,53,31,68,21,30,57,36,78
"KIAA0895",245,95,264,374,450,878,272,323,60,833,196,190,358,160,39,272,273,585
"KIAA0895L",959,290,624,384,391,819,1129,739,708,737,879,811,625,997,901,422,1629,758
"KIAA0930",5248,1700,4638,4689,2398,7315,3027,3689,2412,4860,4347,3707,4170,2510,3254,3076,2364,3093
"KIAA1107",52,39,182,100,225,29,72,60,206,33,133,144,122,69,37,141,32,89
"KIAA1109",2283,904,3560,3118,3959,2154,2301,1688,1102,4288,1789,1999,1952,1464,1023,2458,1589,3051
"KIAA1143",1041,724,1411,2095,3964,2293,2185,3022,2189,4742,2323,2120,1789,857,1160,1864,969,2983
"KIAA1191",3426,1305,3392,4276,5690,3824,3275,2691,3372,4082,2569,2422,2462,929,1703,5198,1613,3960
"KIAA1210",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5
"KIAA1211L",386,521,1648,783,1256,2538,1896,955,1152,2920,428,2127,1458,2072,337,264,513,68
"KIAA1217",7828,2625,4562,6160,7313,9038,7290,4309,3339,4750,4171,4737,4508,3341,2114,8022,1941,6348
"KIAA1257",6,3,11,6,1,199,0,15,335,5,14,3,2,157,11,1,7,9
"KIAA1324",1226,152,293,2619,497,270,33,76,186,142,70,2658,821,28,583,489,90,280
"KIAA1324L",186,208,210,124,130,77,179,191,246,434,492,214,124,104,184,89,246,1245
"KIAA1328",354,74,212,281,653,321,214,205,250,718,193,370,211,110,83,179,135,312
"KIAA1522",11029,2565,6332,10203,9396,14433,8667,5017,7957,26646,17970,11271,7735,8053,7381,9945,12838,5232
"KIAA1549",63,6,165,545,197,18,10,51,8,29,21,140,300,7,33,103,12,1236
"KIAA1549L",1602,11,349,257,1381,25,230,165,19,209,77,491,332,82,201,890,35,5167
"KIAA1586",325,154,368,439,514,207,492,197,165,296,214,158,75,100,124,209,58,763
"KIAA1614",50,12,85,44,249,17,12,28,9,37,40,108,37,97,26,47,13,233
"KIAA1671",7099,1453,4519,5090,12374,4136,1942,1938,1281,3942,2049,3068,4435,1450,1471,5714,1160,3830
"KIAA1755",578,10,188,217,42,84,6,79,2,74,69,27,76,49,133,37,92,1957
"KIAA1841",726,267,478,550,958,1163,508,605,984,1496,650,585,524,445,301,495,1134,634
"KIAA1958",49,39,30,39,79,102,23,43,35,196,46,40,32,55,24,28,20,39
"KIAA2013",2890,965,3770,2615,2236,5061,2395,1833,3127,4408,3702,2358,1915,2254,2248,2039,2139,3372
"KIAA2026",1199,565,1624,1259,1700,1340,1345,1572,950,2481,1065,1004,610,1055,549,1110,1003,903
"KIDINS220",2847,1071,3501,3631,4301,3527,2921,2885,1895,5040,2236,1765,1927,1550,1121,1934,2348,4999
"KIF11",1828,1780,2669,2729,5758,5272,3768,1731,3647,13950,3476,3242,3318,2208,1772,2042,1636,4032
"KIF12",75,6,43,66,155,0,25,7,1,0,1,101,132,17,9,208,32,59
"KIF13A",2400,477,1771,3310,3129,1913,1086,1294,394,3384,674,2013,1066,1203,656,1732,319,4119
"KIF13B",1459,495,1189,1748,661,1219,1043,1599,791,1887,2031,1517,762,519,1609,1283,369,376
"KIF14",939,289,672,630,1566,1967,853,471,539,2344,1069,901,1160,510,405,662,398,1878
"KIF15",650,454,656,882,2476,1438,1134,826,1538,4654,1998,1436,1351,627,888,638,589,2038
"KIF16B",681,577,717,515,1071,1529,801,1712,681,1815,820,799,475,721,307,799,478,594
"KIF17",59,6,93,33,39,522,21,11,65,20,26,14,112,7,13,24,21,15
"KIF18A",399,269,760,660,1671,789,761,380,633,1484,648,658,788,238,354,450,168,1457
"KIF18B",600,144,286,197,599,664,199,136,267,1035,937,929,628,659,378,392,305,675
"KIF19",33,2,113,37,22,13,32,8,0,29,49,7,17,10,18,15,23,2
"KIF1A",7,1,9,250,2,1,3,0,2,1,0,5,1,5,1,1,1,2623
"KIF1B",2490,788,1967,2345,3922,3164,1472,2400,2043,5125,4033,1181,1140,1387,1592,2405,1296,5355
"KIF1C",4015,1590,3070,2053,2042,4738,2895,4369,3689,6557,5371,1976,2104,4493,3985,2527,4246,3962
"KIF20A",2235,964,1397,1230,2841,3378,1991,522,1743,5106,2597,1913,2699,1522,1265,2324,748,3312
"KIF20B",716,721,1436,1287,2164,2147,1434,739,1348,4065,1284,1385,1454,792,752,1006,715,1793
"KIF21A",783,852,1158,1250,431,2718,1235,2281,1376,1135,1449,874,691,795,955,841,288,1797
"KIF21B",525,83,1220,1004,500,254,160,172,53,749,658,307,435,192,626,699,109,107
"KIF22",3047,1173,3336,1698,4554,5468,3363,1533,4684,5533,3377,3611,2129,2484,2398,4046,4899,3307
"KIF23",1805,806,1303,1137,3252,2548,1821,600,1721,4553,2540,2090,1244,1275,1538,866,1230,1484
"KIF24",639,151,537,437,863,626,516,168,452,942,568,576,737,424,253,425,286,617
"KIF25",64,1,41,30,163,7,9,6,3,10,6,44,78,2,10,30,5,41
"KIF26A",209,15,142,142,33,65,23,152,15,58,39,39,52,61,55,27,26,246
"KIF26B",371,52,119,113,118,148,21,882,80,298,361,28,35,91,32,53,61,133
"KIF27",247,42,182,218,500,215,105,159,167,400,144,189,196,95,56,325,88,214
"KIF2A",1649,664,1580,2084,2672,2317,1633,1114,1327,5025,1405,1317,724,861,718,2005,652,2654
"KIF2B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIF2C",2028,867,1645,1578,2711,4156,2505,757,3200,8323,4448,2679,2944,1739,2516,1551,1738,3329
"KIF3A",435,145,568,751,854,585,382,423,406,878,366,273,524,363,211,1232,236,1292
"KIF3B",1649,653,1456,1996,2235,1378,1046,1900,1440,3450,2341,1906,1166,1194,707,2400,977,1849
"KIF3C",502,93,212,998,1285,113,141,264,73,253,70,446,257,111,68,475,190,783
"KIF4A",1581,517,1335,1071,1715,2728,1453,466,1097,3626,1751,2695,1362,877,836,952,606,1583
"KIF4B",0,1,0,0,2,2,0,1,0,1,0,0,1,0,0,1,0,0
"KIF5A",12,1,3,5,11,2,0,6,0,2,6,3,0,6,5,8,2,13
"KIF5B",7782,2458,6610,8015,11569,5888,7156,8845,5133,14427,4697,4408,4312,3096,2845,7317,2991,9553
"KIF5C",76,12,158,323,557,26,20,32,26,69,41,73,190,21,27,351,16,64
"KIF6",2,0,6,8,1,3,0,0,0,3,2,0,0,0,2,0,0,6
"KIF7",211,30,297,129,346,83,142,89,20,77,76,112,85,138,88,125,72,912
"KIF9",70,41,65,96,121,204,104,174,267,216,199,92,187,95,92,95,54,185
"KIF9-AS1",11,1,21,11,21,14,11,11,8,20,24,19,12,5,9,34,11,13
"KIFAP3",1823,369,1357,1525,1796,1456,955,1995,1398,2251,942,916,769,823,415,1707,569,2688
"KIFBP",800,452,1185,1147,1309,1302,1044,1030,772,1914,825,812,912,613,558,1079,512,1205
"KIFC1",2009,998,2016,1491,2992,5212,2511,755,2168,4104,3216,3264,1622,2170,1977,889,1045,2730
"KIFC2",1963,313,488,1023,972,1632,964,1000,1334,901,2281,1516,1425,2762,4632,1363,8114,822
"KIFC3",1318,478,732,644,242,346,910,1881,302,527,1057,626,893,1696,2147,435,796,516
"KIN",547,198,626,643,921,816,817,573,631,1007,477,504,256,377,299,458,232,649
"KIR2DL1",0,0,11,2,2,1,1,1,7,8,0,0,1,0,0,3,0,1
"KIR2DL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"KIR2DL3",0,2,17,3,1,1,1,2,2,23,1,3,2,6,2,5,1,0
"KIR2DL4",0,3,123,11,4,2,9,19,16,41,8,21,3,3,1,7,0,1
"KIR2DL5A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR2DL5B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR2DS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR2DS2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
"KIR2DS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR2DS4",0,0,15,5,0,4,0,2,6,5,0,1,0,0,0,9,0,2
"KIR2DS5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"KIR3DL1",2,0,15,2,0,0,1,1,0,7,6,2,0,7,2,1,1,0
"KIR3DL2",3,0,24,14,6,9,0,1,4,42,14,9,3,9,8,27,0,3
"KIR3DL3",0,0,2,0,0,1,0,0,0,7,0,1,0,1,0,0,0,0
"KIR3DS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"KIR3DX1",2,0,2,4,2,0,0,0,0,3,3,0,2,1,3,1,1,0
"KIRREL1",224,31,70,95,132,25,58,92,19,79,26,91,73,18,6,74,3,1117
"KIRREL2",5,14,143,47,32,12,0,9,0,46,1,40,6,8,14,5,2,47
"KIRREL3",14,1,56,20,34,19,1,3,1,21,11,2,1,0,18,0,2,45
"KIRREL3-AS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"KISS1",2,1,2,8,3,0,7,0,1,1,2,4,4,0,7,3,1,2
"KISS1R",7,3,2,13,3,10,15,4,1,11,9,4,6,21,6,16,33,8
"KIT",278,128,420,2491,2204,96,1116,286,45,4517,86,115,968,292,164,613,53,181
"KITLG",3686,771,4245,5960,5471,1697,2157,4588,382,4571,1223,7674,2613,406,748,2869,574,3629
"KIZ",419,172,600,702,889,569,413,772,571,1066,399,617,464,203,190,734,155,598
"KL",32,7,62,76,281,32,1,22,8,36,9,554,92,1,4,511,0,36
"KLB",41,9,58,146,93,160,22,42,43,51,83,66,52,18,94,97,36,15
"KLC1",1935,684,2025,1882,1761,2348,1841,1721,2040,3089,2055,1484,1090,1346,1447,1469,1232,3369
"KLC2",1640,270,878,991,1075,768,462,551,475,1246,1322,1213,580,861,1053,1429,575,1257
"KLC3",97,189,136,63,23,567,323,896,1823,274,114,199,146,309,110,345,1451,98
"KLC4",983,253,810,806,1086,527,605,347,405,949,988,980,456,590,482,853,491,907
"KLF1",7,4,8,5,6,25,13,2,6,9,15,10,10,11,5,21,5,8
"KLF10",1705,805,2057,3950,1608,2209,1406,4821,892,1658,1236,2816,1505,529,693,1839,636,2306
"KLF11",1175,532,992,1715,2487,2282,1392,1083,1098,3312,787,1756,1023,835,543,1651,804,2921
"KLF12",1009,291,1038,1429,4471,396,43,1046,2676,709,272,507,425,197,327,474,106,3488
"KLF13",7973,1708,4924,8266,8257,2438,2758,4176,1534,5748,3383,5015,3035,1780,2739,6104,3833,11537
"KLF14",2,1,4,2,0,12,1,0,0,1,0,0,0,11,1,0,0,0
"KLF15",19,77,81,67,20,37,120,26,35,47,16,6,4,78,47,15,3,20
"KLF16",1307,516,1003,888,1052,1322,1833,1368,1604,2682,1878,1505,1201,1350,1516,1290,1901,804
"KLF17",2,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,3
"KLF2",1110,103,1407,5936,545,638,206,1967,599,1746,484,1710,730,349,916,937,124,633
"KLF3",4204,2071,3997,5531,5772,12503,7280,8875,5496,18209,5485,3239,1992,2844,3986,3138,4005,3114
"KLF3-AS1",98,2,100,115,140,110,55,15,22,23,81,46,57,49,16,39,152,78
"KLF4",2196,2570,1621,7609,7556,12788,9672,24280,9178,11738,14700,4716,1579,6757,5234,4531,791,2783
"KLF5",9830,8119,12436,6229,12486,27875,45370,21799,39929,53176,13832,4604,1886,10634,12754,1972,14995,6557
"KLF6",4172,1385,3825,14511,7180,4699,8743,23366,9260,17710,5462,4581,1773,4084,3052,5412,2326,2920
"KLF7",190,65,64,208,96,67,144,220,105,221,95,120,104,88,70,106,113,189
"KLF8",158,350,432,322,75,1269,838,878,879,1413,975,868,73,1041,604,109,32,272
"KLF9",970,617,1382,3695,1151,2196,479,1729,3299,2388,626,502,746,473,315,324,292,663
"KLHDC1",178,20,227,189,269,58,71,77,23,103,61,183,113,29,75,169,44,83
"KLHDC10",1940,709,1568,1898,2612,1994,1555,2296,1471,3213,1939,1467,1574,1048,900,1493,1694,1887
"KLHDC2",1229,690,1410,1050,2150,1831,1092,1042,1603,1942,1257,1223,948,1091,758,1172,537,1671
"KLHDC3",2769,1449,2676,2713,3715,2699,2689,1808,4163,5617,3479,2820,1267,2394,2437,1566,1239,3828
"KLHDC4",401,196,659,587,386,698,484,230,224,860,491,427,327,593,498,370,286,467
"KLHDC7A",15,12,34,11,0,1,0,17,1,0,2,40,0,0,77,1,0,2
"KLHDC7B",1312,16,5004,2344,1775,1414,4971,192,360,297,3047,2403,345,6393,566,317,7949,24
"KLHDC8A",18,2,8,20,193,2,11,57,4,13,10,10,31,0,33,12,4,94
"KLHDC8B",744,286,626,583,375,1513,1018,488,928,3569,1132,518,346,1982,953,448,551,306
"KLHDC9",25,9,55,61,89,87,8,20,88,17,66,68,22,24,27,69,65,58
"KLHL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHL10",0,1,0,1,1,1,2,1,0,3,0,0,2,0,2,0,0,6
"KLHL11",58,29,31,36,126,145,31,21,26,165,50,56,37,24,27,83,14,193
"KLHL12",1789,628,1778,1253,2321,3109,1217,1941,1263,3875,2465,1094,1573,1361,1120,1594,1558,1991
"KLHL13",767,166,484,598,740,574,261,297,60,1023,330,482,299,67,187,409,63,1879
"KLHL14",18,2,97,85,35,38,0,11,0,50,5,1,136,2,46,14,1,24
"KLHL15",379,149,925,620,720,726,487,425,297,978,290,646,322,212,247,475,200,671
"KLHL17",497,85,379,273,302,202,454,166,331,487,497,156,289,489,856,517,1028,674
"KLHL18",465,218,513,593,581,954,630,1439,708,1597,960,419,431,466,715,616,319,586
"KLHL2",812,691,1041,1050,856,2782,847,1252,1242,1572,1164,945,696,792,459,529,601,692
"KLHL20",774,250,612,779,919,823,579,996,584,1454,686,437,414,425,378,783,259,1124
"KLHL21",2335,1724,2951,2631,3323,12796,2211,5133,4059,7666,7861,3280,3184,3057,3418,3893,3714,5853
"KLHL22",801,123,1030,615,1178,1423,494,297,617,994,733,953,743,377,576,1336,700,848
"KLHL23",12,1,2,9,7,16,5,1,6,17,10,7,3,1,4,8,0,17
"KLHL24",1503,1996,3269,3807,3829,6199,1809,2660,3492,7892,1956,3344,1763,1502,1189,1826,530,4463
"KLHL25",430,88,360,364,390,321,313,331,211,520,392,303,172,245,377,216,152,465
"KLHL26",375,95,286,403,230,438,249,213,367,525,316,526,265,230,330,344,286,251
"KLHL28",865,323,880,814,1419,1118,903,1075,863,1881,547,653,511,415,325,666,152,961
"KLHL29",339,92,557,717,746,77,290,222,41,120,199,271,187,96,146,529,188,560
"KLHL3",297,42,205,324,175,68,33,79,37,141,277,129,90,88,207,347,37,29
"KLHL30",34,4,3,8,1,4,5,1,5,2,0,8,4,0,3,3,5,3
"KLHL31",76,9,45,82,45,51,15,42,8,30,32,57,17,26,42,26,19,46
"KLHL32",8,1,18,31,63,3,0,7,8,9,4,6,21,0,4,41,1,16
"KLHL33",2,0,4,3,0,0,0,0,0,0,1,1,0,0,1,2,0,0
"KLHL34",2,0,10,3,18,4,0,1,0,4,1,4,0,2,0,9,0,2
"KLHL35",376,241,371,122,234,505,389,73,437,118,644,538,209,529,523,533,187,640
"KLHL36",298,136,418,272,181,694,392,309,303,975,496,168,187,386,307,320,370,341
"KLHL38",3,0,1,4,2,0,0,0,0,3,1,0,1,0,2,0,0,0
"KLHL4",15,0,3,127,7,3,0,3,0,8,1,3,0,0,4,2,0,8
"KLHL40",38,0,0,0,0,22,5,0,37,4,0,0,0,17,7,0,0,0
"KLHL41",623,5,28,7,21,33,8,7,11,18,31,33,60,9,192,12,19,82
"KLHL42",1774,263,1304,1656,3112,796,998,970,564,2158,880,2047,1518,604,529,2058,664,2294
"KLHL5",5275,822,3937,6781,7114,2247,1632,5028,1165,5953,2494,4688,2788,715,1506,4434,1701,3089
"KLHL6",699,33,1433,2094,596,770,58,236,137,1066,622,122,291,80,685,669,184,68
"KLHL7",949,490,1110,1342,1836,2360,1535,1091,1691,2422,1305,739,830,565,498,904,870,1886
"KLHL7-DT",26,1,37,45,23,65,24,15,10,7,8,11,60,30,14,30,31,12
"KLHL8",785,235,577,648,1144,908,505,465,656,1660,472,653,515,340,284,649,242,1008
"KLHL9",1695,536,3039,1965,2951,1087,1684,916,1131,2429,1029,1498,1378,1089,566,1413,915,2142
"KLK1",20,58,39,139,14,33,91,29,10,19,6,2,8,32,23,16,55,40
"KLK10",246,2771,718,858,16,473,3062,10075,1270,699,47,23,96,40,7328,142,7052,195
"KLK11",58,1729,563,712,17,63,1699,3613,954,252,37,188,36,11,3268,120,2323,72
"KLK12",71,297,114,71,2,51,207,2502,875,185,1,0,4,6,456,1,322,31
"KLK13",17,1120,240,845,7,157,707,8217,1233,351,5,8,41,5,4954,14,172,160
"KLK14",13,0,5,4,13,3,20,13,13,6,7,18,18,5,20,7,20,4
"KLK15",0,0,0,4,0,0,0,0,1,0,0,2,1,0,0,0,0,0
"KLK2",0,0,2,2,0,0,0,1,3,0,1,0,0,1,1,1,2,0
"KLK3",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"KLK4",5,0,2,1,0,0,0,13,1,0,0,4,0,1,0,0,9,0
"KLK5",16,11,6,35,4,151,4,4003,221,162,4,1,11,2,11,25,14,207
"KLK6",97,114,131,50,11,252,79,1220,237,73,3,4,118,2,642,2,50,126
"KLK7",55,224,28,128,2,200,77,6158,688,418,2,0,38,5,49,9,272,188
