"symbol","X2536.KZ.1.FS.count","X2536.KZ.10.FS.count","X2536.KZ.14.FS.count","X2536.KZ.16.FS.count","X2536.KZ.17.FS.count","X2536.KZ.18.FS.count","X2536.KZ.23.FS.count","X2536.KZ.25.FS.count","X2536.KZ.28.FS.count","X2536.KZ.33.FS.count","X2536.KZ.34.FS.count","X2536.KZ.4.FS.count","X2536.KZ.7.FS.count"
"EMILIN2",399,521,249,175,146,101,159,216,324,302,440,308,1069
"EMILIN3",12,6,12,7,39,29,5,5,4,17,94,187,13
"EML1",135,123,134,597,70,75,149,965,94,73,47,310,78
"EML2",552,402,403,328,316,162,340,610,695,474,508,715,228
"EML2-AS1",61,9,18,8,15,15,10,13,18,8,13,25,8
"EML3",1128,932,1153,536,522,408,610,797,968,692,685,822,778
"EML4",4645,4184,4687,2179,2884,1202,3814,3706,4435,3214,4732,2519,4266
"EML5",653,1063,368,106,100,404,293,141,1711,430,2282,96,217
"EML6",392,280,675,196,336,178,151,223,1302,179,372,152,140
"EMP1",10869,4194,2860,2204,7080,249,952,3462,5340,5393,10574,8866,868
"EMP2",13969,10415,2186,1228,8902,2078,3259,2171,5737,6793,4875,3136,7540
"EMP3",114,249,202,115,38,53,222,146,257,79,158,193,333
"EMSY",1262,1386,1517,2419,1122,859,2544,3922,2458,1943,1199,1706,1915
"EMX1",18,3,38,23,7,101,18,8,8,8,1,33,16
"EMX2",13,3,17,32,26,20,13,53,1,9,2,3,8
"EMX2OS",85,19,114,102,47,107,55,75,11,31,23,22,45
"EN1",0,278,15,60,19,36,178,88,1,11,7,1,27
"EN2",3,10,13,39,27,66,226,110,2,19,7,24,164
"ENAH",2279,1492,1358,12164,2582,853,4135,20354,2270,3252,2083,3044,5062
"ENAM",6,1,0,23,37,41,4,7,2,19,4,5,6
"ENC1",1722,508,748,1341,276,200,1120,2262,476,785,578,1003,1425
"ENDOD1",536,305,470,3528,393,91,348,5841,488,817,396,629,233
"ENDOG",43,112,34,44,68,32,26,40,32,19,83,41,21
"ENDOU",27,45,71,9,20,10,5,1,5,13,16,38,3
"ENDOV",233,310,276,364,202,208,454,399,223,247,308,363,462
"ENG",781,909,548,470,439,182,330,651,507,450,610,552,309
"ENGASE",942,768,657,537,431,269,625,841,657,999,903,1106,1227
"ENHO",3,42,4,1,7,8,0,2,5,0,8,2,3
"ENKD1",35,69,26,46,58,50,84,48,63,56,43,76,73
"ENKUR",7,5,17,90,16,38,4,154,3,7,4,1,13
"ENO1",5062,10012,2763,4495,4054,2176,4918,6729,5210,3924,12828,7225,4893
"ENO1-AS1",0,3,3,0,0,3,4,1,1,0,19,4,2
"ENO1P1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENO1P3",19,27,22,63,55,16,15,97,64,45,2,125,29
"ENO2",840,699,716,380,505,444,1184,502,828,1071,577,2121,644
"ENO3",241,54,65,90,55,96,118,63,95,103,108,199,341
"ENO4",1,0,5,10,8,11,7,8,6,15,3,8,12
"ENOPH1",848,861,382,436,680,167,520,702,436,544,613,552,783
"ENOSF1",3653,3218,2018,1576,2142,1159,2236,2363,2687,3242,5295,3205,2537
"ENOX1",34,35,39,13,7,18,28,19,57,25,12,41,17
"ENOX2",228,313,253,317,224,122,321,447,297,291,372,335,326
"ENPEP",78,60,23,89,112,72,68,137,42,35,82,69,34
"ENPP1",124,153,187,273,82,103,931,377,197,136,96,155,263
"ENPP2",290,165,498,100,116,115,223,121,326,169,364,91,330
"ENPP3",6,7,18,5,7,131,13,2,22,0,6,9,39
"ENPP4",185,279,433,129,65,209,107,175,285,228,110,61,314
"ENPP5",13,129,89,102,44,103,120,188,114,164,17,38,196
"ENPP6",12,2,269,27,18,235,511,4,42,21,7,10,1014
"ENPP7",6,4,0,42,17,20,0,55,12,55,6,6,14
"ENPP7P1",0,3,0,0,0,0,0,1,0,0,0,2,0
"ENPP7P10",0,4,0,1,3,9,0,0,0,3,0,5,3
"ENPP7P11",0,0,0,0,0,6,0,0,1,0,2,4,0
"ENPP7P12",0,3,0,2,1,5,0,0,0,0,2,0,0
"ENPP7P14",0,0,0,12,6,8,0,0,0,8,1,0,0
"ENPP7P2",0,0,0,0,2,1,0,0,0,1,0,0,0
"ENPP7P3",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENPP7P4",0,1,0,1,5,8,3,0,14,2,0,2,0
"ENPP7P6",0,0,0,1,0,2,0,0,0,2,1,0,0
"ENPP7P7",2,0,0,4,2,2,0,1,0,0,1,0,1
"ENPP7P8",0,0,10,5,2,6,2,0,1,0,0,0,0
"ENPP7P9",0,2,0,0,1,7,0,0,0,0,0,0,0
"ENSA",2112,2202,1851,1406,2076,688,2134,2320,2651,3978,4577,2870,2445
"ENSAP1",0,0,0,0,1,1,0,0,0,0,0,0,0
"ENTHD1",7,6,23,4,11,24,9,0,9,3,8,6,3
"ENTPD1",3102,3858,6645,1554,1670,737,3772,2477,2460,3153,3551,2026,1762
"ENTPD1-AS1",489,1014,595,264,624,353,674,377,582,574,1015,1226,1182
"ENTPD2",203,90,22,128,45,43,35,152,76,41,23,203,10
"ENTPD3",154,131,16,209,217,60,85,350,278,133,188,33,164
"ENTPD3-AS1",99,134,96,34,67,87,123,43,119,149,81,29,117
"ENTPD4",3501,3000,3399,1224,1505,1032,2039,2152,2683,2416,2326,2040,3815
"ENTPD5",1180,806,799,835,852,352,1067,1266,951,1025,1531,1071,301
"ENTPD6",862,1041,877,532,464,276,623,713,639,912,1587,1671,780
"ENTPD7",1561,2651,1022,1277,1501,333,1148,2183,1595,2071,1914,1706,1197
"ENTPD8",6,1,0,5,9,18,0,3,15,8,0,8,1
"ENTR1",624,718,378,265,464,152,359,439,431,513,626,1034,461
"ENY2",1012,1413,707,387,825,307,1068,616,809,842,881,842,1992
"EOGT",751,633,597,423,671,339,621,661,386,778,516,624,753
"EOMES",142,428,251,27,50,58,119,15,138,244,142,67,197
"EP300",4572,7747,6113,4517,3864,1978,4766,7162,5958,6131,7956,8152,7201
"EP400",3824,4535,3902,2902,2331,1791,3485,4637,4370,4603,4878,10858,4822
"EP400P1",927,1021,1022,597,790,395,1170,855,1499,1430,1091,986,771
"EPAS1",2872,1402,8554,5104,4243,6749,3678,8663,2727,1357,3840,1067,3757
"EPB41",2271,3042,3419,1038,1776,909,2009,1606,3912,2954,3708,1576,2597
"EPB41L1",4225,1667,2242,497,1870,551,166,910,1864,662,1344,2521,465
"EPB41L2",1860,2350,1521,544,1462,501,3133,930,2195,1996,750,1489,2027
"EPB41L3",626,854,286,181,196,206,297,337,990,433,371,277,128
"EPB41L4A",900,729,1317,219,685,607,1546,217,925,898,425,98,374
"EPB41L4A-DT",21,13,10,5,18,22,6,2,9,10,7,0,4
"EPB41L4B",286,161,112,318,344,234,203,502,199,78,215,670,390
"EPB41L5",1092,792,1138,502,525,543,1335,704,649,781,823,295,373
"EPB42",0,0,1,3,13,4,0,2,0,0,0,1,2
"EPC1",1457,1595,2141,857,1080,555,2058,1537,1555,1483,1840,1376,1891
"EPC2",720,928,1035,679,513,250,1112,1108,998,830,1002,779,799
"EPCAM",22,58,17,91,297,102,46,89,479,136,234,883,148
"EPCAM-DT",9,0,4,15,15,33,0,1,12,4,3,9,38
"EPDR1",94,50,45,52,33,21,70,120,38,40,31,123,21
"EPG5",3144,4089,3049,1196,1542,1093,3097,1740,2357,3338,4275,3070,4176
"EPGN",50,18,53,6796,85,24,50,10663,4,10,110,16,10
"EPHA1",1208,510,439,174,311,134,141,224,334,432,673,690,275
"EPHA1-AS1",48,72,125,84,27,86,33,88,19,33,47,19,238
"EPHA10",25,69,31,44,34,62,119,26,94,114,70,581,10
"EPHA2",1455,671,1726,872,1268,458,402,1337,608,1125,3208,619,451
"EPHA3",208,78,184,123,46,57,358,171,55,96,52,60,80
"EPHA4",505,194,913,841,237,704,144,1393,498,1819,1681,283,431
"EPHA5",6,19,1,13,27,78,7,5,4,8,9,8,5
"EPHA5-AS1",0,2,0,2,6,5,0,1,2,3,1,1,1
"EPHA6",48,195,4,22,19,93,228,6,12,680,39,15,608
"EPHA7",24,8,9,10,56,124,9,1,13,57,7,85,5
"EPHA8",10,6,3,1,6,15,2,1,1,14,3,7,0
"EPHB1",49,30,114,116,39,167,459,200,68,27,16,52,208
"EPHB2",111,179,328,434,319,431,211,635,65,169,70,92,1625
"EPHB3",503,343,94,743,1082,38,44,1159,1753,1028,328,580,101
"EPHB4",1358,1442,435,844,813,515,1054,1422,956,831,1951,3056,2128
"EPHB6",144,304,271,198,256,202,214,291,225,145,269,241,754
"EPHX1",521,356,576,537,543,441,343,669,1403,219,1032,413,260
"EPHX2",1065,385,372,131,195,639,640,206,313,549,311,273,235
"EPHX3",569,271,414,237,310,180,22,277,276,510,966,36,219
"EPHX4",3,1,0,3,11,12,2,3,4,1,2,3,3
"EPM2A",312,374,326,185,268,147,259,246,380,189,633,338,410
"EPM2AIP1",2563,2791,3131,699,2854,994,2852,1321,2936,3684,3560,1729,3724
"EPN1",2434,2060,1713,1748,1367,751,1419,2436,2109,2374,2411,3020,1937
"EPN2",2591,1875,950,1273,2274,609,746,1958,2218,1695,2734,2045,1567
"EPN2-AS1",0,0,7,3,6,14,0,0,0,2,0,1,1
"EPN3",624,406,376,205,413,165,127,260,322,751,368,574,91
"EPO",9,7,10,1,5,6,9,1,9,8,10,44,10
"EPOP",250,266,90,128,117,39,66,166,103,238,199,371,89
"EPOR",23,46,49,131,16,29,35,134,24,28,63,12,13
"EPPIN",11,11,3,29,30,65,2,6,4,15,6,7,4
"EPPIN-WFDC6",0,3,2,0,6,4,0,0,1,1,2,0,0
"EPPK1",3118,577,832,1673,3418,366,513,2126,4099,1807,853,3625,707
"EPRS1",1758,1628,1013,1246,1414,415,1081,1848,1600,1244,2108,1698,1352
"EPS15",2354,2884,2906,1780,1221,789,2466,3046,2555,2229,1949,2653,2909
"EPS15L1",911,1247,835,494,594,348,807,802,972,774,1231,1093,749
"EPS8",248,514,212,172,344,388,255,321,1370,196,160,270,450
"EPS8L1",570,174,672,61,449,47,59,45,339,480,519,107,78
"EPS8L2",3484,1333,1215,559,1142,296,808,808,1767,1170,1448,1054,714
"EPS8L3",0,0,3,5,14,18,0,2,1,4,1,1,0
"EPSTI1",733,1448,1347,376,144,161,1022,552,1485,1238,668,543,404
"EPX",1,0,1,7,9,12,0,0,1,5,0,3,0
"EPYC",1,80,1,11,3,2,59,39,3,18,2,17,16
"EQTN",2,8,3,3,4,6,14,1,1,1,4,3,35
"ERAL1",322,470,295,367,350,235,281,619,446,299,519,469,456
"ERAP1",1794,2033,2984,1315,1218,1303,3812,2225,2064,2283,1307,1153,4015
"ERAP2",1758,880,2808,211,271,647,1833,382,1361,1484,958,165,596
"ERAS",0,1,0,4,1,2,0,2,1,0,0,3,4
"ERBB2",2461,1764,1972,1652,1382,957,1199,2342,1804,2195,3239,3196,2340
"ERBB3",4789,2986,1755,682,2390,627,996,1084,2574,4005,6122,5525,1673
"ERBB4",68,11,21,26,31,87,12,12,29,42,14,14,7
"ERBIN",4670,4552,6217,4137,3900,1288,4536,7147,5128,6006,6556,4107,4971
"ERC1",2462,3369,1919,2980,2145,883,1773,4431,3019,3360,2918,4692,2006
"ERC2",89,148,6,21,335,60,19,16,714,143,145,42,265
"ERC2-IT1",24,11,3,8,57,21,5,1,83,23,10,6,45
"ERCC1",965,620,728,724,460,338,730,1043,953,815,903,1709,1248
"ERCC2",378,355,232,412,238,149,251,554,277,309,429,1170,248
"ERCC3",1172,1083,1230,724,872,525,1236,1097,1360,1213,957,1758,890
"ERCC4",705,409,379,187,521,223,522,301,376,557,524,566,828
"ERCC5",254,233,317,83,92,114,302,165,269,154,168,159,248
"ERCC6",1017,790,1569,845,778,644,1636,1500,1201,1578,1344,1005,1811
"ERCC6L",105,239,102,105,177,93,10,174,163,149,320,237,181
"ERCC6L2",1854,1771,1759,1017,1151,827,2203,1682,1648,1394,1514,1468,2984
"ERCC8",355,297,592,522,380,242,695,714,338,451,433,198,788
"ERCC8-AS1",0,0,0,0,0,0,0,0,1,0,2,0,0
"EREG",79,67,38,16,72,53,19,43,34,12,197,25,34
"ERF",1865,1970,604,668,830,397,827,951,1001,837,1193,2787,1845
"ERFE",6,13,28,101,41,29,21,79,31,5,9,33,6
"ERFL",59,35,62,9,7,21,35,12,30,25,29,19,17
"ERG",769,165,265,756,566,99,294,1306,702,310,619,986,205
"ERG28",381,369,369,397,507,128,366,635,547,485,698,340,186
"ERGIC1",1884,2535,3532,1947,1780,1540,2406,2955,3828,1794,2607,1332,2033
"ERGIC2",942,775,982,787,856,295,1143,1270,1105,1068,1071,1071,1540
"ERGIC3",1596,1813,1593,832,870,472,1020,1238,1324,1085,1895,1949,1379
"ERH",434,729,536,559,777,198,721,953,785,484,1293,670,415
"ERI1",795,995,353,210,451,233,911,355,366,512,637,434,863
"ERI2",938,770,249,188,797,244,504,304,432,561,485,503,567
"ERI3",338,749,278,421,320,178,313,726,416,407,638,1279,556
"ERI3-IT1",58,150,62,49,41,33,47,82,52,113,105,202,116
"ERICH1",755,1072,1385,314,414,374,775,378,624,1092,1050,651,861
"ERICH2",2,2,3,15,12,19,12,26,4,5,11,11,12
"ERICH3",24,9,21,30,33,91,5,0,22,8,9,3,17
"ERICH3-AS1",10,3,2,12,34,51,0,6,7,10,5,5,3
"ERICH4",3,0,2,3,6,5,0,3,5,0,1,0,3
"ERICH5",3,8,8,1,10,17,0,5,1,4,5,0,12
"ERICH6",1,0,0,7,7,12,2,3,4,8,1,0,6
"ERICH6-AS1",50,78,85,70,68,76,70,113,121,178,103,32,61
"ERICH6B",6,0,0,4,1,15,0,0,1,11,2,1,1
"ERLEC1",687,588,572,444,350,198,750,791,586,499,577,657,730
"ERLIN1",773,757,901,490,975,357,814,711,1028,820,1170,1056,868
"ERLIN2",1289,996,815,565,803,362,1020,965,854,961,886,1340,1509
"ERLNC1",0,5,0,6,6,16,0,0,2,3,1,1,0
"ERMAP",520,551,326,186,392,108,493,270,576,295,316,501,448
"ERMARD",567,399,559,293,216,135,472,389,334,321,367,371,814
"ERMN",146,84,226,38,35,49,68,45,135,75,93,43,35
"ERMP1",2502,1926,1364,450,2533,340,990,738,2143,3074,5356,1269,1271
"ERN1",931,948,2079,1085,645,314,652,1619,1508,580,1712,456,589
"ERN2",55,1,4,6,24,17,5,1,3,11,2,10,6
"ERO1A",5757,1709,2941,3259,8882,646,3691,5796,3032,2286,3470,1451,1659
"ERO1B",309,293,983,260,403,1388,2018,496,297,341,1005,114,1286
"ERP27",28,41,111,15,22,14,42,10,109,30,32,5,37
"ERP29",229,344,298,143,272,168,330,230,424,320,470,502,214
"ERP44",688,883,595,603,604,263,653,922,726,653,562,740,793
"ERRFI1",2319,2098,2101,4569,3720,490,2750,7573,2694,825,27031,712,1182
"ERV3-1",6589,1172,811,625,677,197,960,1088,663,1336,1125,8016,878
"ERVFRD-1",9,1,3,11,17,17,3,4,3,12,1,7,6
"ERVH48-1",4,13,1,9,16,385,1,0,10,11,7,18,1
"ERVK3-1",955,1145,1233,486,740,263,1086,764,877,824,1230,1167,812
"ERVMER34-1",181,236,81,664,338,70,66,1130,643,70,151,163,189
"ERVV-1",2,0,4,14,9,10,0,0,1,2,0,3,1
"ERVV-2",1,1,0,1,4,24,0,0,3,1,1,11,0
"ERVW-1",6,3,0,30,25,55,4,5,7,4,9,6031,5
"ESAM",263,147,115,83,186,81,115,183,147,113,87,162,114
"ESCO1",1535,1496,1231,908,985,403,1190,1489,1120,1856,2474,1345,1781
"ESCO2",582,722,149,108,573,203,398,192,419,514,669,473,663
"ESD",363,597,324,538,266,227,511,949,549,210,352,495,393
"ESF1",366,367,305,240,244,92,245,370,141,346,565,530,341
"ESM1",38,18,6,65,77,23,81,94,24,26,57,56,111
"ESPL1",671,1399,514,251,640,621,492,434,933,832,1799,1215,1098
"ESPN",2058,670,232,350,228,402,149,579,157,885,647,549,194
"ESPNL",17,7,22,79,26,42,1,119,43,24,7,105,8
"ESR1",483,202,774,161,43,157,120,185,171,76,305,54,78
"ESR2",76,44,260,44,60,115,126,7,171,363,132,30,30
"ESRG",17,40,3,3,13,30,2,0,346,3,4,2953,5
"ESRP1",4293,5071,1030,1732,3979,589,1345,2805,2197,2261,3410,2881,1910
"ESRP2",1615,1451,1251,419,1608,296,730,707,2185,1684,2233,3841,335
"ESRRA",715,469,451,342,418,276,175,556,466,418,417,409,349
"ESRRB",5,4,7,28,18,190,8,20,6,12,6,13,42
"ESRRG",47,11,37,28,43,83,23,23,16,25,20,25,933
"ESS2",304,281,192,182,219,110,155,297,296,347,413,258,589
"ESX1",0,0,0,1,0,5,0,1,0,0,0,0,1
"ESYT1",1043,1344,1088,778,1230,327,908,1133,1331,1031,2191,2745,1144
"ESYT2",3231,2424,2148,2882,1392,750,2406,4278,2488,2739,2059,7504,2294
"ESYT3",61,269,141,226,79,177,47,278,469,312,183,461,198
"ETAA1",1367,765,728,399,362,284,1031,770,690,704,605,662,1202
"ETDA",0,0,0,0,2,1,0,0,0,1,0,0,0
"ETDB",0,0,0,0,1,0,0,0,0,0,0,0,0
"ETDC",0,0,0,0,1,0,0,0,0,0,0,0,0
"ETF1",1688,2358,1348,1648,2111,574,1336,2836,2356,1545,3467,1703,2001
"ETFA",1032,632,538,1567,880,193,869,2258,1376,771,1227,1106,838
"ETFB",268,315,285,201,307,217,283,225,658,372,55,196,182
"ETFBKMT",91,44,96,94,62,90,143,73,57,73,49,58,166
"ETFDH",226,437,261,130,188,151,184,279,272,162,466,96,499
"ETFRF1",141,151,229,168,164,89,213,248,153,231,174,246,256
"ETHE1",310,242,136,76,92,60,78,95,211,132,199,231,82
"ETNK1",2261,2274,2416,797,2025,808,2620,1273,2214,1944,3530,3099,2684
"ETNK2",55,136,228,179,187,321,94,184,262,74,139,157,302
"ETNPPL",5,0,0,0,9,9,0,0,0,0,0,0,0
"ETS1",2121,4037,9803,3266,973,1592,3186,5481,4297,2092,3230,2433,2668
"ETS1-AS1",3,0,3,1,7,12,0,0,0,0,0,2,3
"ETS2",2244,4063,1324,3243,2817,474,1259,5016,4556,902,6354,3406,1880
"ETV1",145,108,129,155,75,110,1014,227,88,130,66,79,252
"ETV2",3,12,3,3,10,10,0,3,4,4,11,14,2
"ETV3",3159,1756,1326,1630,1936,576,1710,2460,2173,3162,5394,1879,2324
"ETV3L",1,0,3,5,12,7,0,2,1,0,0,3,0
"ETV4",215,21,70,74,229,24,162,76,109,26,35,601,278
"ETV5",254,218,192,200,225,103,1039,294,671,225,116,572,832
"ETV6",2651,2759,3856,1544,1887,2783,4319,2661,3554,2667,3132,1703,6126
"ETV7",70,194,91,20,53,19,141,60,164,195,77,52,202
"EVA1A",21,10,16,45,9,30,15,66,9,12,5,62,15
"EVA1B",44,60,15,37,13,29,25,71,29,25,24,102,52
"EVA1C",896,359,607,137,568,405,610,209,748,349,758,276,511
"EVC",799,399,915,1351,101,308,1541,2005,473,787,242,1570,1298
"EVC2",206,63,257,132,32,52,265,269,97,189,79,446,362
"EVI2A",206,382,395,59,42,52,171,49,127,173,153,32,129
"EVI2B",973,2033,3109,166,203,225,891,205,1247,816,1128,214,645
"EVI5",900,885,531,751,473,264,641,1354,637,553,783,785,1285
"EVI5L",147,362,152,424,228,152,84,601,292,129,177,136,159
"EVL",2987,4089,4889,938,1215,1106,1790,1452,2934,2798,3890,1819,1833
"EVPL",3994,1512,1422,619,2116,261,292,914,2021,4275,3522,3714,617
"EVPLL",68,6,9,9,37,11,2,4,62,0,42,34,1
"EVX1",13,5,0,7,16,18,0,1,5,6,1,3,0
"EVX1-AS",2,0,0,1,5,5,0,0,1,1,0,0,0
"EVX2",11,4,1,6,24,30,0,6,5,5,4,0,1
"EWSAT1",6,2,19,27,19,26,120,24,55,10,5,1261,206
"EWSR1",6413,5998,5760,3094,4271,1839,5740,5001,6537,5207,6269,6138,5400
"EXD1",5,6,6,5,24,22,5,2,0,9,7,8,17
"EXD2",466,541,381,541,322,248,599,747,404,478,639,528,384
"EXD3",212,233,193,143,119,105,170,162,234,167,156,177,183
"EXO1",357,495,115,298,431,183,390,512,332,219,603,392,557
"EXO5",238,280,178,141,159,158,270,142,199,179,157,419,268
"EXOC1",1650,1511,920,617,681,346,819,1105,1022,1180,1095,948,828
"EXOC1L",0,2,0,0,7,7,0,1,0,0,0,0,2
"EXOC2",625,878,862,575,423,174,477,846,563,709,753,702,798
"EXOC3",989,1064,1115,1755,717,978,740,2525,1340,778,1125,1550,934
"EXOC3L1",14,8,9,13,18,12,0,11,8,8,10,5,19
"EXOC3L2",75,28,71,65,64,26,36,115,19,37,52,47,43
"EXOC3L4",76,30,127,15,30,189,475,24,117,47,9,7,338
"EXOC4",3157,2489,2227,1952,1437,812,1993,2808,2253,2587,2452,2606,2067
"EXOC5",1402,1483,1239,1495,1260,561,1681,2522,1385,1503,1459,1156,2081
"EXOC5P1",3,6,3,11,6,23,0,8,7,11,4,3,5
"EXOC6",355,485,345,85,272,192,436,125,564,415,424,389,343
"EXOC6B",4152,2561,1596,3466,891,810,2324,5514,3746,3160,2230,5779,1849
"EXOC7",2701,2466,2048,1933,1735,1145,1859,2862,2117,3216,2623,3605,2961
"EXOC8",842,659,779,752,636,331,866,1118,681,713,1294,729,735
"EXOG",435,449,467,144,429,347,553,251,479,562,574,303,471
"EXOSC1",396,423,426,151,306,161,489,285,302,418,424,503,421
"EXOSC10",1672,3117,1076,845,503,461,1184,1263,930,1310,2829,944,1576
"EXOSC10-AS1",10,9,0,1,0,4,0,0,2,8,19,2,2
"EXOSC2",847,1004,514,500,882,266,628,572,798,822,892,1062,644
"EXOSC3",564,710,446,132,310,234,744,189,429,922,433,192,684
"EXOSC4",88,120,23,45,65,22,18,84,111,57,76,80,97
"EXOSC5",87,141,66,64,86,59,50,95,121,101,230,147,71
"EXOSC6",721,723,603,385,663,146,811,681,940,1143,877,979,534
"EXOSC7",229,325,170,126,282,124,215,172,411,237,419,345,296
"EXOSC8",439,556,445,202,249,171,787,480,592,313,404,468,338
"EXOSC9",550,938,449,270,448,177,751,392,591,620,675,283,481
"EXPH5",1621,1258,1901,1284,1109,386,916,1981,1443,923,1745,3585,1096
"EXT1",3502,5317,1423,2537,3708,616,1579,4169,2023,2300,3434,1470,2976
"EXT2",786,1009,809,1295,969,412,869,1788,1082,826,594,1351,1186
"EXTL1",5,1,1,23,23,35,2,6,8,5,1,21,5
"EXTL2",263,359,156,217,268,117,632,420,200,203,287,426,335
"EXTL3",970,1536,510,773,1096,375,539,1140,867,558,768,1074,1268
"EXTL3-AS1",65,44,54,34,49,49,47,57,58,36,26,47,97
"EYA1",35,4,4,25,34,74,10,21,14,5,8,8,195
"EYA2",976,1883,482,44,686,556,474,129,901,1358,1271,121,152
"EYA3",1512,1773,1599,1017,1166,536,1523,1801,1568,1920,1886,722,1550
"EYA4",70,6,410,87,35,348,44,74,17,18,3,37,14
"EYS",6,8,9,37,31,85,13,24,18,22,11,109,30
"EZH1",1501,1704,2165,856,804,840,2099,1138,1590,2777,1825,1505,2462
"EZH2",1732,2021,911,325,1942,621,1583,531,3008,2005,2544,2364,1621
"EZHIP",10,0,16,9,8,7,6,4,17,6,7,2,4
"EZR",5400,5442,2663,2564,3266,605,3115,4048,5527,2237,7549,4211,3285
"EZR-AS1",0,0,0,0,0,0,0,0,0,0,2,0,0
"F10",2,4,5,15,14,13,2,3,6,13,3,10,0
"F10-AS1",0,0,0,0,0,0,0,0,2,0,0,0,0
"F11",0,1,7,5,7,35,4,0,7,0,5,1,1
"F11-AS1",0,1,0,10,9,9,0,0,1,4,1,1,3
"F11R",2316,3601,1097,1390,2487,658,1618,2368,2222,4188,4184,2644,1739
"F12",76,47,22,35,95,23,10,59,70,35,48,67,22
"F13A1",1165,370,274,287,160,47,479,466,184,793,500,532,237
"F13B",1,0,0,2,5,3,0,0,0,5,0,2,4
"F2",5,0,0,1,9,5,0,0,0,2,0,6,4
"F2R",927,930,643,1635,367,133,731,2944,550,820,430,388,477
"F2RL1",447,75,17,506,405,29,37,721,770,33,83,323,16
"F2RL2",256,311,297,276,153,53,273,465,596,263,47,237,129
"F2RL3",120,46,42,90,39,35,9,120,64,21,18,37,29
"F3",611,208,581,175,946,66,929,329,291,84,1136,2071,214
"F5",270,174,1022,53,157,149,244,50,314,346,258,73,166
"F7",3,15,12,2,13,53,1,10,13,18,1,7,1
"F8",143,150,345,156,53,91,250,209,151,74,95,65,234
"F8A3",2,0,6,1,0,0,0,1,1,1,0,5,2
"F9",0,0,5,4,5,7,0,4,2,0,3,0,1
"FA2H",56,35,276,23,172,93,250,25,235,20,279,71,74
"FAAH",39,227,122,162,52,230,243,252,165,205,215,426,310
"FAAH2",109,59,325,111,45,76,170,112,126,53,169,51,150
"FAAP100",486,609,567,260,367,222,423,454,528,602,625,1043,723
"FAAP20",366,702,269,253,199,303,310,307,514,332,419,314,628
"FAAP24",63,131,17,26,31,27,16,29,27,44,97,162,78
"FABP1",3,1,0,6,9,28,0,0,0,1,1,2,3
"FABP12",0,0,0,0,0,1,0,0,0,0,0,0,1
"FABP12P1",0,0,0,0,0,0,2,0,0,2,0,0,0
"FABP2",0,0,0,5,0,24,2,2,0,9,1,0,0
"FABP3",53,47,2,7,9,5,9,4,11,27,24,11,7
"FABP4",3,1,3,5232,24,3,1,8075,4,11,1,1,4
"FABP5",5145,13659,199,7794,3686,40,38,12593,1507,3273,5786,254,135
"FABP5P13",0,0,0,2,2,3,1,0,0,2,0,0,0
"FABP5P3",9,3,3,11,8,9,3,1,1,3,10,5,3
"FABP5P5",0,0,0,0,5,2,0,0,0,0,2,0,1
"FABP5P6",0,0,0,0,2,5,0,0,0,4,0,0,0
"FABP6",0,0,0,84,4,24,4,135,2,0,1,0,7
"FABP7",1,0,3,5,17,10,1,0,3,7,4,6,4
"FABP9",0,0,0,2,0,2,0,0,0,0,0,0,0
"FADD",243,146,112,427,189,98,122,656,244,233,114,241,118
"FADS1",758,376,386,1872,1304,899,1430,3161,1857,644,181,1060,1803
"FADS2",1027,527,427,596,1154,1203,1145,798,2139,602,107,1111,1672
"FADS3",195,91,458,1425,81,249,236,2171,532,112,223,340,174
"FADS6",12,5,1,45,13,19,0,37,3,5,6,0,4
"FAF1",1163,2029,967,668,1083,603,1090,1070,1563,1308,1755,1467,1827
"FAF2",1383,1616,1748,1639,1355,707,1899,2549,1688,863,1636,1202,2118
"FAF2P1",0,3,0,6,5,18,0,0,3,2,0,0,4
"FAH",237,200,119,84,130,78,81,122,299,72,132,29,96
"FAHD1",365,296,109,108,269,78,135,198,115,293,167,189,118
"FAHD2A",356,510,316,275,305,259,471,391,314,374,303,586,857
"FAHD2B",37,58,42,79,24,85,61,155,32,73,43,45,56
"FAHD2CP",19,66,25,66,15,28,18,82,18,18,11,44,15
"FAIM",115,121,279,96,154,110,261,140,479,228,219,117,177
"FAIM2",17,4,5,19,40,50,13,10,9,16,28,8,10
"FALEC",4,0,1,0,4,2,1,0,0,13,4,5,0
"FAM102A",2096,5193,3374,703,2492,708,1187,1116,2586,1596,2673,2136,2569
"FAM102B",1608,2801,1056,761,860,587,1835,1254,1598,1189,2041,942,1177
"FAM104A",615,694,526,806,503,274,707,1358,884,1300,845,777,677
"FAM104B",116,93,57,105,109,92,153,166,106,79,133,90,256
"FAM106A",156,440,411,40,197,171,103,56,51,14,185,28,239
"FAM106C",54,2,6,92,64,18,23,151,10,181,2,75,81
"FAM107A",150,65,377,72,53,59,65,49,130,101,62,8,116
"FAM107B",919,678,2408,315,513,267,1040,508,1390,552,904,286,709
"FAM110A",574,819,369,267,355,126,239,294,163,470,589,262,249
"FAM110B",75,27,34,61,32,47,30,61,66,38,13,29,39
"FAM110C",1542,3318,602,2340,852,27,111,3774,1184,1283,350,271,287
